Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Consumer,United States,Paterson,New Jersey,Office Supplies,Supplies,-0.257308,-0.756643,-0.036294,0
Blackstonian Pencils,Home Office,United States,Chicago,Illinois,Office Supplies,Art,-0.358545,0.212153,-0.1196,1
Assorted Color Push Pins,Consumer,United States,Chicago,Illinois,Office Supplies,Fasteners,-0.36418,0.212153,-0.120327,1
Belkin Standard 104 key USB Keyboard,Consumer,United States,Chicago,Illinois,Technology,Accessories,-0.312641,0.212153,-0.131678,1
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Corporate,United States,Montgomery,Alabama,Office Supplies,Storage,0.073991,-0.756643,-0.075211,0
Newell 321,Consumer,United States,Salem,Oregon,Office Supplies,Art,-0.360406,0.212153,-0.119815,1
"Fellowes Personal Hanging Folder Files, Navy",Consumer,United States,Glendale,Arizona,Office Supplies,Storage,-0.299868,0.212153,-0.103989,1
3-ring staple pack,Corporate,United States,Columbus,Georgia,Office Supplies,Binders,-0.362794,-0.756643,-0.114631,0
Staple-based wall hangings,Corporate,United States,Brentwood,California,Furniture,Furnishings,-0.330509,-0.756643,-0.077481,0
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Corporate,United States,Brentwood,California,Office Supplies,Paper,-0.325888,-0.756643,-0.069786,0
Binder Posts,Consumer,United States,Springfield,Missouri,Office Supplies,Binders,-0.341196,-0.756643,-0.08852,0
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Consumer,United States,Springfield,Missouri,Office Supplies,Envelopes,-0.326755,-0.756643,-0.069727,0
Xerox 1978,Consumer,United States,Springfield,Missouri,Office Supplies,Paper,-0.341003,-0.756643,-0.086064,0
Alphabetical Labels for Top Tab Filing,Home Office,United States,Springfield,Oregon,Office Supplies,Labels,-0.254837,0.212153,-0.00861,1
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Home Office,United States,Springfield,Oregon,Office Supplies,Art,-0.360252,0.212153,-0.119199,1
Plymouth Boxed Rubber Bands by Plymouth,Home Office,United States,Springfield,Oregon,Office Supplies,Fasteners,-0.350689,0.212153,-0.131384,1
Avery 480,Corporate,United States,Chesapeake,Virginia,Office Supplies,Labels,-0.344758,-0.756643,-0.091599,0
Aastra 57i VoIP phone,Corporate,United States,Chesapeake,Virginia,Technology,Phones,-0.10951,-0.756643,0.057041,0
AT&T CL82213,Corporate,United States,Chesapeake,Virginia,Technology,Phones,-0.136242,-0.756643,0.057113,0
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Consumer,United States,Pasadena,California,Technology,Accessories,-0.04799,-0.756643,-0.028442,0
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Consumer,United States,Pasadena,California,Office Supplies,Art,-0.301659,-0.756643,-0.061578,0
Fellowes Bankers Box Stor/Drawer Steel Plus,Consumer,United States,Louisville,Kentucky,Office Supplies,Storage,-0.214883,-0.756643,-0.081379,0
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Corporate,United States,Columbia,Missouri,Office Supplies,Art,-0.321203,-0.756643,-0.072921,0
Sabrent 4-Port USB 2.0 Hub,Corporate,United States,Columbia,Missouri,Technology,Accessories,-0.292561,-0.756643,-0.053348,0
"O'Sullivan Elevations Bookcase, Cherry Finish",Consumer,United States,Chicago,Illinois,Furniture,Bookcases,-0.074591,0.696552,-0.278898,3
Newell 310,Consumer,United States,Johnson City,Tennessee,Office Supplies,Art,-0.362049,0.212153,-0.120307,1
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Consumer,United States,Johnson City,Tennessee,Office Supplies,Appliances,0.16559,0.212153,0.002073,2
"Southworth 100% Résumé Paper, 24lb.",Consumer,United States,Johnson City,Tennessee,Office Supplies,Paper,-0.328879,0.212153,-0.089123,1
Logitech Wireless Performance Mouse MX for PC and Mac,Consumer,United States,Houston,Texas,Technology,Accessories,-0.112119,0.212153,0.031332,2
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.294464,0.212153,-0.102551,1
Southworth Parchment Paper & Envelopes,Consumer,United States,Auburn,Alabama,Office Supplies,Paper,-0.347839,-0.756643,-0.09665,0
GBC Imprintable Covers,Consumer,United States,San Bernardino,California,Office Supplies,Binders,-0.340637,0.212153,-0.095149,1
Self-Adhesive Address Labels for Typewriters by Universal,Consumer,United States,San Bernardino,California,Office Supplies,Labels,-0.345368,-0.756643,-0.093002,0
Acme Elite Stainless Steel Scissors,Consumer,United States,San Bernardino,California,Office Supplies,Supplies,-0.315298,-0.756643,-0.085308,0
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Consumer,United States,San Bernardino,California,Office Supplies,Paper,-0.304419,-0.756643,-0.038371,0
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Home Office,United States,Providence,Rhode Island,Office Supplies,Paper,-0.341485,-0.756643,-0.089601,0
JM Magazine Binder,Home Office,United States,Providence,Rhode Island,Office Supplies,Binders,-0.289352,-0.756643,-0.020843,0
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Consumer,United States,Seattle,Washington,Furniture,Bookcases,-0.14104,-0.756643,0.047351,0
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Home Office,United States,Lancaster,California,Office Supplies,Binders,-0.315837,0.212153,-0.072993,1
Premium Transparent Presentation Covers by GBC,Home Office,United States,Lancaster,California,Office Supplies,Binders,-0.261101,0.212153,-0.022025,1
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Corporate,United States,Leominster,Massachusetts,Office Supplies,Binders,-0.345191,-0.756643,-0.092781,0
"Tennsco Lockers, Sand",Corporate,United States,Leominster,Massachusetts,Office Supplies,Storage,-0.200506,-0.756643,-0.01486,0
Aluminum Screw Posts,Corporate,United States,Leominster,Massachusetts,Office Supplies,Binders,-0.270883,-0.756643,0.007954,0
Loose Memo Sheets,Corporate,United States,Leominster,Massachusetts,Office Supplies,Paper,-0.351257,-0.756643,-0.100365,0
Things To Do Today Pad,Corporate,United States,Fort Worth,Texas,Office Supplies,Paper,-0.353757,0.212153,-0.108303,1
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Corporate,United States,Fort Worth,Texas,Office Supplies,Art,-0.353859,0.212153,-0.118851,1
ACCOHIDE Binder by Acco,Consumer,United States,Rochester,Minnesota,Office Supplies,Binders,-0.355573,-0.756643,-0.105763,0
"Global Leather Task Chair, Black",Consumer,United States,Rochester,Minnesota,Furniture,Chairs,0.064363,-0.756643,0.096638,0
"Wirebound Service Call Books, 5 1/2"" x 4""",Home Office,United States,Bozeman,Montana,Office Supplies,Paper,-0.32223,-0.756643,-0.062829,0
Avery 500,Home Office,United States,Bozeman,Montana,Office Supplies,Labels,-0.345368,-0.756643,-0.093002,0
Xerox 1922,Home Office,United States,Peoria,Arizona,Office Supplies,Paper,-0.349649,0.212153,-0.10384,1
Flat Face Poster Frame,Home Office,United States,Peoria,Arizona,Furniture,Furnishings,-0.247905,0.212153,-0.033865,1
GBC Personal VeloBind Strips,Corporate,United States,San Diego,California,Office Supplies,Binders,-0.276557,0.212153,-0.036416,1
BIC Liqua Brite Liner,Corporate,United States,Lakewood,Ohio,Office Supplies,Art,-0.306466,0.212153,-0.089154,1
Xerox 203,Corporate,United States,Houston,Texas,Office Supplies,Paper,-0.343872,0.212153,-0.099099,1
Kensington 4 Outlet MasterPiece Compact Power Control Center,Corporate,United States,Perth Amboy,New Jersey,Office Supplies,Appliances,-0.107857,-0.756643,0.07207,0
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Corporate,United States,Perth Amboy,New Jersey,Office Supplies,Paper,-0.279804,-0.756643,-0.008651,0
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,0.096182,0.212153,0.032308,2
Newell 333,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Art,-0.350984,0.212153,-0.118775,1
"Master Big Foot Doorstop, Beige",Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.32816,0.212153,-0.107459,1
DAX Cubicle Frames - 8x10,Consumer,United States,Richmond,Indiana,Furniture,Furnishings,-0.341051,-0.756643,-0.100167,0
Microsoft Wireless Mobile Mouse 4000,Consumer,United States,Detroit,Michigan,Technology,Accessories,-0.04799,-0.756643,0.15081,0
Logitech Gaming G510s - Keyboard,Consumer,United States,Detroit,Michigan,Technology,Accessories,-0.232453,-0.756643,0.00828,0
Bevis 44 x 96 Conference Tables,Consumer,United States,Detroit,Michigan,Furniture,Tables,0.291941,-0.756643,0.176518,0
Staples,Corporate,United States,Los Angeles,California,Office Supplies,Fasteners,-0.350631,-0.756643,-0.100067,0
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Corporate,United States,Los Angeles,California,Office Supplies,Storage,-0.239979,-0.756643,-0.033208,0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Corporate,United States,Los Angeles,California,Office Supplies,Binders,-0.343205,0.212153,-0.099329,1
Xerox 1952,Corporate,United States,Los Angeles,California,Office Supplies,Paper,-0.264946,-0.756643,0.00756,0
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Corporate,United States,Los Angeles,California,Office Supplies,Binders,-0.337865,0.212153,-0.096594,1
Tennsco Regal Shelving Units,Corporate,United States,Los Angeles,California,Office Supplies,Storage,0.282057,-0.756643,-0.070386,0
Novimex Fabric Task Chair,Corporate,United States,Los Angeles,California,Furniture,Chairs,-0.133993,0.212153,-0.161384,1
Maxell LTO Ultrium - 800 GB,Corporate,United States,Los Angeles,California,Technology,Accessories,0.035384,-0.756643,0.08199,0
Newell 325,Corporate,United States,Los Angeles,California,Office Supplies,Art,-0.348946,-0.756643,-0.106468,0
Plantronics Audio 478 Stereo USB Headset,Consumer,United States,Pomona,California,Technology,Accessories,-0.047974,-0.756643,0.176433,0
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Corporate,United States,Seattle,Washington,Office Supplies,Binders,-0.357094,0.212153,-0.11141,1
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Home Office,United States,Brentwood,California,Technology,Accessories,-0.2726,-0.756643,-0.063453,0
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Consumer,United States,San Francisco,California,Furniture,Furnishings,-0.27544,-0.756643,-0.000593,0
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Consumer,United States,Baltimore,Maryland,Office Supplies,Paper,-0.304804,-0.756643,-0.03717,0
Fellowes Basic Home/Office Series Surge Protectors,Consumer,United States,Baltimore,Maryland,Office Supplies,Appliances,-0.223034,-0.756643,-0.009851,0
Xerox 1939,Consumer,United States,Baltimore,Maryland,Office Supplies,Paper,-0.216632,-0.756643,0.072022,0
Computer Printout Paper with Letter-Trim Perforations,Consumer,United States,Phoenix,Arizona,Office Supplies,Paper,-0.198368,0.212153,0.03639,1
ClearSounds CSC500 Amplified Spirit Phone Corded phone,Consumer,United States,Phoenix,Arizona,Technology,Phones,-0.189139,0.212153,-0.07453,1
Magna Visual Magnetic Picture Hangers,Consumer,United States,Phoenix,Arizona,Furniture,Furnishings,-0.356452,0.212153,-0.114928,1
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.308751,-0.756643,-0.050412,0
Alphabetical Labels for Top Tab Filing,Home Office,United States,Houston,Texas,Office Supplies,Labels,-0.33083,0.212153,-0.084427,1
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Consumer,United States,New York City,New York,Office Supplies,Labels,-0.172875,-0.756643,0.117475,0
Avery 52,Consumer,United States,New York City,New York,Office Supplies,Labels,-0.339222,-0.756643,-0.085317,0
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Consumer,United States,New York City,New York,Office Supplies,Storage,0.152503,-0.756643,0.044103,0
Tops White Computer Printout Paper,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.133386,-0.756643,0.172066,0
Translucent Push Pins by OIC,Consumer,United States,New York City,New York,Office Supplies,Fasteners,-0.362473,-0.756643,-0.116081,0
Avery 507,Corporate,United States,Rancho Cucamonga,California,Office Supplies,Labels,-0.359584,-0.756643,-0.111024,0
GBC Standard Plastic Binding Systems Combs,Consumer,United States,Wilmington,Delaware,Office Supplies,Binders,-0.326225,-0.756643,-0.066798,0
Martin-Yale Premier Letter Opener,Consumer,United States,Farmington,New Mexico,Office Supplies,Supplies,-0.34816,-0.756643,-0.120686,0
Newell 349,Consumer,United States,Wilmington,North Carolina,Office Supplies,Art,-0.347775,0.212153,-0.116035,1
Boston KS Multi-Size Manual Pencil Sharpener,Home Office,United States,Jackson,Mississippi,Office Supplies,Art,-0.221269,-0.756643,-0.012415,0
Newell 344,Home Office,United States,Jackson,Mississippi,Office Supplies,Art,-0.355445,-0.756643,-0.113079,0
Hanging Personal Folder File,Consumer,United States,Portland,Oregon,Office Supplies,Storage,-0.308366,0.212153,-0.112282,1
"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,United States,Denver,Colorado,Office Supplies,Art,-0.235377,0.212153,-0.082393,1
Office Star - Ergonomically Designed Knee Chair,Home Office,United States,Tucson,Arizona,Furniture,Chairs,0.046979,0.212153,-0.23296,2
Memorex Micro Travel Drive 8 GB,Corporate,United States,New York City,New York,Technology,Accessories,-0.327108,-0.756643,-0.072389,0
Xerox 217,Consumer,United States,Boynton Beach,Florida,Office Supplies,Paper,-0.343872,0.212153,-0.099099,1
Xerox 191,Consumer,United States,Redlands,California,Office Supplies,Paper,-0.336767,-0.756643,-0.082247,0
Newell 308,Consumer,United States,Redlands,California,Office Supplies,Art,-0.36074,-0.756643,-0.116957,0
OIC Bulk Pack Metal Binder Clips,Consumer,United States,Redlands,California,Office Supplies,Fasteners,-0.340827,-0.756643,-0.088068,0
"Global Fabric Manager's Chair, Dark Gray",Consumer,United States,Redlands,California,Furniture,Chairs,0.149673,0.212153,-0.036119,2
Acme Tagit Stainless Steel Antibacterial Scissors,Consumer,United States,Redlands,California,Office Supplies,Supplies,-0.321171,-0.756643,-0.088103,0
Mobile Personal File Cube,Consumer,United States,Redlands,California,Office Supplies,Storage,-0.293668,-0.756643,-0.068347,0
DMI Eclipse Executive Suite Bookcases,Consumer,United States,Redlands,California,Furniture,Bookcases,0.314459,-0.030046,-0.036789,2
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Consumer,United States,Rochester,New York,Furniture,Tables,-0.032393,1.18095,-0.182007,3
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Corporate,United States,Seattle,Washington,Office Supplies,Paper,-0.360355,-0.756643,-0.112192,0
"Global Leather Task Chair, Black",Corporate,United States,Sunnyvale,California,Furniture,Chairs,-0.022275,0.212153,-0.13386,2
O'Sullivan 4-Shelf Bookcase in Odessa Pine,Home Office,United States,Lansing,Michigan,Furniture,Bookcases,0.019419,-0.756643,0.053261,0
Avery 511,Home Office,United States,Lansing,Michigan,Office Supplies,Labels,-0.324348,-0.756643,-0.065534,0
Quality Park Security Envelopes,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,-0.200859,0.212153,0.028485,1
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Home Office,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.267805,1.18095,-0.082021,3
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,Philadelphia,Pennsylvania,Technology,Accessories,-0.230229,0.212153,-0.117726,1
"DataProducts Ampli Magnifier Task Lamp, Black,",Home Office,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.264619,0.212153,-0.094611,1
Xerox 1946,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.335554,0.212153,-0.091353,1
Acco 6 Outlet Guardian Basic Surge Suppressor,Corporate,United States,Dover,New Hampshire,Office Supplies,Appliances,-0.315426,-0.756643,-0.082556,0
"Sanford Colorific Scented Colored Pencils, 12/Pack",Corporate,United States,Dover,New Hampshire,Office Supplies,Art,-0.307018,-0.756643,-0.071359,0
24-Hour Round Wall Clock,Corporate,United States,Dover,New Hampshire,Furniture,Furnishings,-0.144409,-0.756643,0.1344,0
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Consumer,United States,New York City,New York,Office Supplies,Paper,-0.337297,-0.756643,-0.083748,0
Revere Boxed Rubber Bands by Revere,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,-0.351844,0.212153,-0.132502,1
Motorla HX550 Universal Bluetooth Headset,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.21652,1.18095,-0.0548,3
Wilson Jones Century Plastic Molded Ring Binders,Corporate,United States,Long Beach,New York,Office Supplies,Binders,-0.128871,0.212153,0.093124,2
Acme Office Executive Series Stainless Steel Trimmers,Corporate,United States,Long Beach,New York,Office Supplies,Supplies,-0.341324,-0.756643,-0.103311,0
