Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,United States,Arizona,Office Supplies,Binders,-0.725029,0.701566,-0.58794,1
GBC Durable Plastic Covers,Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.648357,0.701566,-0.671266,1
Avery 500,Consumer,United States,California,Office Supplies,Labels,-0.088356,-1.0,0.431949,3
Geemarc AmpliPOWER60,Consumer,United States,California,Technology,Phones,0.392308,0.0,0.291007,2
"""While you Were Out"" Message Book, One Form per Page",Consumer,United States,California,Office Supplies,Paper,-0.838951,-1.0,-0.180849,3
"Global Leather Task Chair, Black",Consumer,United States,California,Furniture,Chairs,0.111689,0.0,-0.351561,2
4009 Highlighters by Sanford,Consumer,United States,California,Office Supplies,Art,-0.418505,-1.0,-0.076423,3
Rediform Voice Mail Log Books,Consumer,United States,Texas,Office Supplies,Paper,-0.559164,0.0,-0.133391,1
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Consumer,United States,California,Furniture,Bookcases,0.660126,-0.172979,-0.871067,2
Tuff Stuff Recycled Round Ring Binders,Consumer,United States,New York,Office Supplies,Binders,-0.822622,0.0,-0.214414,1
Belkin Premiere Surge Master II 8-outlet surge protector,Consumer,United States,New York,Office Supplies,Appliances,0.574855,-1.0,2.210719,0
Safco Industrial Wire Shelving System,Consumer,United States,New York,Office Supplies,Storage,0.797826,-1.0,-0.317812,3
Nu-Dell Float Frame 11 x 14 1/2,Consumer,United States,New York,Furniture,Furnishings,-0.170631,-1.0,0.232597,3
"DAX Value U-Channel Document Frames, Easel Back",Consumer,United States,New York,Furniture,Furnishings,-0.128676,-1.0,0.13274,3
Recycled Easel Ring Binders,Consumer,United States,New York,Office Supplies,Binders,-0.053675,0.0,0.226584,2
Apple iPhone 5C,Consumer,United States,Illinois,Technology,Phones,0.420418,0.0,0.120905,2
Logitech G600 MMO Gaming Mouse,Consumer,United States,Illinois,Technology,Accessories,0.593893,0.0,1.526324,0
Avanti 4.4 Cu. Ft. Refrigerator,Consumer,United States,Pennsylvania,Office Supplies,Appliances,0.781768,0.0,1.249653,0
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Consumer,United States,Pennsylvania,Office Supplies,Appliances,-1.141395,0.0,-0.30127,1
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Consumer,United States,Pennsylvania,Office Supplies,Appliances,0.194634,0.0,-0.032504,2
Micro Innovations USB RF Wireless Keyboard with Mouse,Consumer,United States,Virginia,Technology,Accessories,0.240844,-1.0,0.445838,3
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Consumer,United States,Virginia,Office Supplies,Labels,-0.81619,-1.0,-0.184816,3
White GlueTop Scratch Pads,Corporate,United States,North Carolina,Office Supplies,Paper,0.225996,0.0,0.815093,0
Xerox 195,Corporate,United States,North Carolina,Office Supplies,Paper,-0.683715,0.0,-0.179719,1
"Fellowes Strictly Business Drawer File, Letter/Legal Size",Consumer,United States,Texas,Office Supplies,Storage,0.693661,0.0,-1.62077,2
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Consumer,United States,Texas,Office Supplies,Art,0.406664,0.0,0.314388,2
Holmes HEPA Air Purifier,Consumer,United States,North Carolina,Office Supplies,Appliances,-0.183189,0.0,-0.077626,2
Samsung Replacement EH64AVFWE Premium Headset,Consumer,United States,North Carolina,Technology,Phones,-0.375995,0.0,-0.266765,1
Newell 322,Consumer,United States,North Carolina,Office Supplies,Art,-1.058834,0.0,-0.303568,1
Sterilite Officeware Hinged File Box,Corporate,United States,California,Office Supplies,Storage,-0.225988,-1.0,-0.00646,3
Kingston Digital DataTraveler 16GB USB 2.0,Corporate,United States,California,Technology,Accessories,-0.46352,-1.0,-0.192182,3
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Corporate,United States,California,Technology,Accessories,0.340241,-1.0,1.362648,0
Avery 494,Home Office,United States,California,Office Supplies,Labels,-0.398118,-1.0,0.034088,3
Xerox 231,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.401051,0.0,-0.05126,1
"Stacking Tray, Side-Loading, Legal, Smoke",Consumer,United States,Pennsylvania,Furniture,Furnishings,-0.853543,0.0,-0.281172,1
Eldon Shelf Savers Cubes and Bins,Consumer,United States,Pennsylvania,Office Supplies,Storage,-0.664946,0.0,-0.4125,1
Sanford Liquid Accent Highlighters,Consumer,United States,New York,Office Supplies,Art,-0.588339,-1.0,-0.135702,3
Acco Translucent Poly Ring Binders,Consumer,United States,North Carolina,Office Supplies,Binders,-0.662504,0.701566,-0.630931,1
Easy-staple paper,Consumer,United States,North Carolina,Office Supplies,Paper,-0.700668,0.0,-0.199192,1
Xerox 1985,Home Office,United States,Texas,Office Supplies,Paper,-0.696697,0.0,-0.183826,1
12 Colored Short Pencils,Home Office,United States,Texas,Office Supplies,Art,-0.911814,0.0,-0.297479,1
Hon 2111 Invitation Series Straight Table,Home Office,United States,Texas,Furniture,Tables,0.516211,0.255488,-1.570863,2
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Consumer,United States,California,Furniture,Furnishings,-0.735799,-1.0,-0.181604,3
Xerox 1940,Corporate,United States,California,Office Supplies,Paper,0.277477,-1.0,1.621322,0
Xerox 1962,Corporate,United States,California,Office Supplies,Paper,-0.778358,-1.0,-0.175643,3
Logitech ClearChat Comfort/USB Headset H390,Consumer,United States,Texas,Technology,Accessories,-0.061264,0.0,-0.038233,2
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Consumer,United States,Pennsylvania,Office Supplies,Art,-0.426341,0.0,-0.137866,1
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Consumer,United States,California,Furniture,Bookcases,0.762776,-0.172979,-0.500976,2
"DXL Angle-View Binders with Locking Rings, Black",Consumer,United States,California,Office Supplies,Binders,-0.263326,0.0,0.037682,2
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Consumer,United States,California,Furniture,Bookcases,0.642876,-0.172979,-1.111478,2
"Acme 10"" Easy Grip Assistive Scissors",Home Office,United States,Virginia,Office Supplies,Supplies,-0.180674,-1.0,0.067229,3
Avery 476,Home Office,United States,Virginia,Office Supplies,Labels,-1.081431,-1.0,-0.247391,3
Advantus Panel Wall Certificate Holder - 8.5x11,Home Office,United States,Virginia,Furniture,Furnishings,0.277056,-1.0,1.345313,0
Avery 478,Home Office,United States,Virginia,Office Supplies,Labels,-0.719873,-1.0,-0.140507,3
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Consumer,United States,North Carolina,Office Supplies,Binders,-0.826371,0.701566,-0.53996,1
Staple remover,Corporate,United States,Texas,Office Supplies,Supplies,-0.864991,0.0,-0.370226,1
Wilson Jones Leather-Like Binders with DublLock Round Rings,Corporate,United States,Texas,Office Supplies,Binders,-0.626397,0.749016,-1.090946,1
"SAFCO Commercial Wire Shelving, 72h",Corporate,United States,Illinois,Office Supplies,Storage,0.232924,0.0,-1.258808,2
Memorex Micro Travel Drive 8 GB,Corporate,United States,Illinois,Technology,Accessories,0.0546,0.0,0.391822,2
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Corporate,United States,Maryland,Office Supplies,Binders,-0.398524,-1.0,0.026179,3
Blackstonian Pencils,Corporate,United States,Maryland,Office Supplies,Art,-0.97661,-1.0,-0.262323,3
Avery 488,Corporate,United States,Maryland,Office Supplies,Labels,-1.188173,-1.0,-0.261702,3
Prang Colored Pencils,Consumer,United States,California,Office Supplies,Art,-0.5475,-1.0,-0.074673,3
Micropad Numeric Keypads,Consumer,United States,New York,Technology,Accessories,0.038648,-1.0,0.229204,3
Safco Steel Mobile File Cart,Consumer,United States,New York,Office Supplies,Storage,0.169669,-1.0,0.440078,3
Tops Wirebound Message Log Books,Corporate,United States,Massachusetts,Office Supplies,Paper,-0.889574,-1.0,-0.205919,3
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,United States,Massachusetts,Office Supplies,Binders,0.320518,-1.0,1.804611,0
Logitech Desktop MK120 Mouse and keyboard Combo,Corporate,United States,Wisconsin,Technology,Accessories,0.233622,-1.0,0.041756,3
ACCOHIDE Binder by Acco,Corporate,United States,Wisconsin,Office Supplies,Binders,-0.205318,-1.0,0.248578,3
AT&T CL82213,Corporate,United States,Wisconsin,Technology,Phones,0.186328,-1.0,0.597624,3
Innergie mMini Combo Duo USB Travel Charging Kit,Corporate,United States,Wisconsin,Technology,Phones,0.356148,-1.0,2.009884,0
Maxell LTO Ultrium - 800 GB,Corporate,United States,Wisconsin,Technology,Accessories,0.369912,-1.0,0.646792,0
Tops Green Bar Computer Printout Paper,Consumer,United States,New York,Office Supplies,Paper,-0.043594,-1.0,0.570632,3
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Consumer,United States,Wisconsin,Office Supplies,Art,-0.06322,-1.0,0.142415,3
"Companion Letter/Legal File, Black",Corporate,United States,Texas,Office Supplies,Storage,0.041627,0.0,-0.095585,2
Panasonic KP-380BK Classic Electric Pencil Sharpener,Home Office,United States,Kansas,Office Supplies,Art,0.270456,-1.0,0.660952,0
Iris Project Case,Home Office,United States,New York,Office Supplies,Storage,0.063744,-1.0,0.287196,3
DXL Angle-View Binders with Locking Rings by Samsill,Home Office,United States,New York,Office Supplies,Binders,-0.158281,0.0,0.105188,2
OIC Bulk Pack Metal Binder Clips,Consumer,United States,Texas,Office Supplies,Fasteners,-0.664946,0.0,-0.183797,1
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Consumer,United States,Texas,Office Supplies,Paper,-0.004015,0.0,0.320967,2
"Eldon Image Series Desk Accessories, Burgundy",Home Office,United States,Washington,Furniture,Furnishings,-1.076591,-1.0,-0.261968,3
Clear Mylar Reinforcing Strips,Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.9564,0.701566,-0.480375,1
Logitech Wireless Marathon Mouse M705,Consumer,United States,Pennsylvania,Technology,Accessories,0.153378,0.0,0.517626,2
Xerox 225,Corporate,United States,California,Office Supplies,Paper,-0.074591,-1.0,0.47365,3
Mediabridge Sport Armband iPhone 5s,Corporate,United States,Oklahoma,Technology,Phones,0.10013,-1.0,-0.291787,3
DAX Cubicle Frames - 8x10,Corporate,United States,Illinois,Furniture,Furnishings,-0.507192,0.637883,-0.780048,1
Xerox 1929,Corporate,United States,Illinois,Office Supplies,Paper,0.002412,0.0,0.331094,2
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Consumer,United States,Ohio,Furniture,Furnishings,0.141425,0.0,0.70204,2
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Consumer,United States,Ohio,Furniture,Furnishings,-1.032894,0.0,-0.259509,1
KI Conference Tables,Corporate,United States,California,Furniture,Tables,0.443477,0.0,-0.641286,2
Avery 501,Consumer,United States,Washington,Office Supplies,Labels,-0.841235,-1.0,-0.189702,3
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,United States,Washington,Office Supplies,Art,-0.744905,-1.0,-0.204854,3
Avery 513,Consumer,United States,California,Office Supplies,Labels,-0.713833,-1.0,-0.148927,3
"Electrix Incandescent Magnifying Lamp, Black",Consumer,United States,Illinois,Furniture,Furnishings,-0.255141,0.637883,-1.246894,1
Advantus Push Pins,Corporate,United States,Illinois,Office Supplies,Fasteners,-0.864991,0.0,-0.249921,1
"Global Stack Chair with Arms, Black",Corporate,United States,Illinois,Furniture,Chairs,0.05817,0.255488,-0.41953,2
Xerox 206,Corporate,United States,Illinois,Office Supplies,Paper,-0.988849,0.0,-0.25054,1
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Consumer,United States,Oregon,Office Supplies,Binders,-0.227583,0.701566,-1.280545,1
3M Hangers With Command Adhesive,Consumer,United States,Oregon,Furniture,Furnishings,-0.639971,0.0,-0.202937,1
"Seth Thomas 14"" Day/Date Wall Clock",Consumer,United States,Oregon,Furniture,Furnishings,-0.36119,0.0,-0.139417,1
Xerox 1931,Corporate,United States,Georgia,Office Supplies,Paper,-0.137902,-1.0,0.361639,3
Bevis Boat-Shaped Conference Table,Home Office,United States,Oklahoma,Furniture,Tables,0.602483,-1.0,1.943105,0
Harbour Creations Steel Folding Chair,Corporate,United States,North Carolina,Furniture,Chairs,0.516279,0.0,0.621102,2
Xerox 1998,Corporate,United States,Texas,Office Supplies,Paper,-0.16641,0.0,0.146324,2
Newell 341,Consumer,United States,Connecticut,Office Supplies,Art,-0.387698,-1.0,-0.089587,3
Self-Adhesive Address Labels for Typewriters by Universal,Corporate,United States,North Carolina,Office Supplies,Labels,-0.472071,0.0,-0.099982,1
9-3/4 Diameter Round Wall Clock,Corporate,United States,North Carolina,Furniture,Furnishings,-0.08586,0.0,0.125845,2
Honeywell Quietcare HEPA Air Cleaner,Corporate,United States,North Carolina,Office Supplies,Appliances,0.057928,0.0,0.056581,2
Xerox 1916,Corporate,United States,North Carolina,Office Supplies,Paper,0.144995,0.0,0.7463,0
Hon Olson Stacker Stools,Corporate,United States,Kentucky,Furniture,Chairs,0.372235,-1.0,1.10649,0
Round Specialty Laser Printer Labels,Corporate,United States,Texas,Office Supplies,Labels,-0.12521,0.0,0.176417,2
"Dana Fluorescent Magnifying Lamp, White, 36""",Corporate,United States,Texas,Furniture,Furnishings,-0.118208,0.637883,-1.49556,1
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Consumer,United States,Washington,Technology,Accessories,0.202221,-1.0,0.112765,3
Xerox 195,Home Office,United States,District of Columbia,Office Supplies,Paper,-0.125375,-1.0,0.382397,3
Flat Face Poster Frame,Home Office,United States,District of Columbia,Furniture,Furnishings,-0.150843,-1.0,0.259297,3
DMI Arturo Collection Mission-style Design Wood Chair,Corporate,United States,California,Furniture,Chairs,0.718243,0.0,0.667822,0
Avery Non-Stick Binders,Corporate,United States,California,Office Supplies,Binders,-0.852602,0.0,-0.23467,1
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Consumer,United States,Indiana,Office Supplies,Storage,-0.184238,-1.0,0.038735,3
Xerox 1981,Consumer,United States,Indiana,Office Supplies,Paper,-0.299119,-1.0,0.116601,3
"White Envelopes, White Envelopes with Clear Poly Window",Consumer,United States,Indiana,Office Supplies,Envelopes,0.266169,-1.0,1.451894,0
Tops White Computer Printout Paper,Consumer,United States,Indiana,Office Supplies,Paper,0.232272,-1.0,1.340297,0
Eldon Portable Mobile Manager,Consumer,United States,Indiana,Office Supplies,Storage,0.373821,-1.0,1.061854,0
Staples in misc. colors,Corporate,United States,California,Office Supplies,Art,-0.552762,-1.0,-0.141245,3
Fellowes Bankers Box Stor/Drawer Steel Plus,Corporate,United States,Texas,Office Supplies,Storage,0.335703,0.0,-0.92942,2
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Corporate,United States,Connecticut,Office Supplies,Appliances,0.363539,-1.0,1.859435,0
Classic Ivory Antique Telephone ZL1810,Corporate,United States,Connecticut,Technology,Phones,0.242743,-1.0,0.594075,0
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Consumer,United States,New York,Furniture,Bookcases,0.596152,0.0,-1.432871,2
Nokia Lumia 521 (T-Mobile),Consumer,United States,New York,Technology,Phones,0.311113,-1.0,0.897673,0
"Personal Filing Tote with Lid, Black/Gray",Consumer,United States,Texas,Office Supplies,Storage,-0.03788,0.0,-0.134971,2
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Corporate,United States,Colorado,Furniture,Furnishings,-0.322712,0.0,-0.156744,2
"Howard Miller 12"" Round Wall Clock",Corporate,United States,Nevada,Furniture,Furnishings,0.496965,-1.0,2.220693,0
Xerox 211,Home Office,United States,Pennsylvania,Office Supplies,Paper,-0.230469,0.0,0.08059,2
Tennsco Industrial Shelving,Home Office,United States,Pennsylvania,Office Supplies,Storage,0.144752,0.0,-0.991934,2
Xerox 1931,Consumer,United States,Washington,Office Supplies,Paper,-0.896002,-1.0,-0.202849,3
Newell 334,Corporate,United States,California,Office Supplies,Art,0.237722,-1.0,0.618121,0
Global Troy Executive Leather Low-Back Tilter,Corporate,United States,California,Furniture,Chairs,0.989955,0.0,1.487286,0
"Hon 30"" x 60"" Table with Locking Drawer",Corporate,United States,California,Furniture,Tables,0.616992,0.0,0.671712,0
Safco Drafting Table,Consumer,United States,Washington,Furniture,Tables,0.106061,-1.0,0.430869,3
Easy-staple paper,Home Office,United States,Ohio,Office Supplies,Paper,-0.505401,0.0,-0.101438,1
O'Sullivan Living Dimensions 5-Shelf Bookcases,Consumer,United States,New York,Furniture,Bookcases,0.45779,0.0,-1.165792,2
Panasonic KX-TG9471B,Consumer,United States,Texas,Technology,Phones,0.809412,0.0,1.378183,0
Adtran 1202752G1,Consumer,United States,California,Technology,Phones,0.653921,0.0,0.506219,2
Staple envelope,Consumer,United States,New York,Office Supplies,Envelopes,-0.254855,-1.0,0.21755,3
"Global Value Mid-Back Manager's Chair, Gray",Consumer,United States,New York,Furniture,Chairs,0.738319,-0.387938,1.979643,0
"Fellowes Strictly Business Drawer File, Letter/Legal Size",Consumer,United States,New York,Office Supplies,Storage,0.871386,-1.0,2.110138,0
Avery 510,Consumer,United States,Texas,Office Supplies,Labels,-0.928204,0.0,-0.240011,1
Ultra Door Pull Handle,Consumer,United States,California,Furniture,Furnishings,-0.2244,-1.0,0.063486,3
Staples,Home Office,United States,Florida,Office Supplies,Fasteners,-0.857327,0.0,-0.229052,1
Fellowes Superior 10 Outlet Split Surge Protector,Consumer,United States,Ohio,Office Supplies,Appliances,0.316924,0.0,0.182537,2
Xerox 1972,Corporate,United States,California,Office Supplies,Paper,-0.688861,-1.0,-0.142694,3
Avery Hi-Liter Fluorescent Desk Style Markers,Corporate,United States,California,Office Supplies,Art,-1.160841,-1.0,-0.271364,3
Staple envelope,Consumer,United States,Florida,Office Supplies,Envelopes,-0.816515,0.0,-0.209328,1
