Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Home Office,United States,Missouri,Furniture,Furnishings,0.184746,-1.0,-0.000164
Aluminum Screw Posts,Consumer,United States,California,Office Supplies,Binders,-0.162596,0.0,0.183709
Newell 336,Consumer,United States,North Carolina,Office Supplies,Art,-0.339804,0.0,-0.218061
Staples in misc. colors,Consumer,United States,North Carolina,Office Supplies,Art,-0.263676,0.0,-0.251237
Maxell 4.7GB DVD+RW 3/Pack,Consumer,United States,New York,Technology,Accessories,-0.220458,-1.0,0.090184
"Quartet Alpha White Chalk, 12/Pack",Corporate,United States,Illinois,Office Supplies,Art,-0.764669,0.0,-0.207509
"Global Stack Chair without Arms, Black",Home Office,United States,Illinois,Furniture,Chairs,0.591955,0.255488,-1.014302
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Consumer,United States,Florida,Furniture,Furnishings,0.249901,0.0,-0.462854
Logitech Wireless Performance Mouse MX for PC and Mac,Consumer,United States,California,Technology,Accessories,0.240805,-1.0,1.055354
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Corporate,United States,Pennsylvania,Furniture,Furnishings,0.439783,0.0,-1.452503
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Corporate,United States,Pennsylvania,Office Supplies,Paper,-0.880728,0.0,-0.227639
"Howard Miller 12"" Round Wall Clock",Corporate,United States,Pennsylvania,Furniture,Furnishings,0.630012,0.0,1.71803
DIXON Ticonderoga Erasable Checking Pencils,Home Office,United States,New York,Office Supplies,Art,-0.665252,-1.0,-0.157315
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Home Office,United States,New York,Furniture,Furnishings,0.272099,-1.0,0.509305
GBC Prestige Therm-A-Bind Covers,Home Office,United States,New York,Office Supplies,Binders,0.164841,0.0,0.689881
Avery Round Ring Poly Binders,Home Office,United States,New York,Office Supplies,Binders,-0.752891,0.0,-0.196094
Avery Hole Reinforcements,Corporate,United States,California,Office Supplies,Binders,-0.417738,0.0,-0.052382
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,United States,California,Office Supplies,Binders,0.074432,0.0,0.515951
Stockwell Gold Paper Clips,Home Office,United States,Pennsylvania,Office Supplies,Fasteners,-1.054407,0.0,-0.258423
Global Deluxe Steno Chair,Consumer,United States,Texas,Furniture,Chairs,0.269854,0.255488,-1.443604
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Corporate,United States,Ohio,Office Supplies,Appliances,-0.075891,0.0,-0.151123
"Super Bands, 12/Pack",Corporate,United States,Ohio,Office Supplies,Fasteners,-0.694724,0.0,-0.401157
Crayola Colored Pencils,Corporate,United States,Ohio,Office Supplies,Art,-0.813923,0.0,-0.270306
Plantronics 81402,Corporate,United States,Ohio,Technology,Phones,0.307326,0.429282,-1.383863
Assorted Color Push Pins,Corporate,United States,Ohio,Office Supplies,Fasteners,-1.462015,0.0,-0.309037
"Global Value Mid-Back Manager's Chair, Gray",Consumer,United States,California,Furniture,Chairs,0.493935,0.0,0.127395
Staple remover,Consumer,United States,Texas,Office Supplies,Supplies,-1.401804,0.0,-0.330862
GBC Premium Transparent Covers with Diagonal Lined Pattern,Home Office,United States,Pennsylvania,Office Supplies,Binders,-0.319085,0.701566,-1.024994
Newell 333,Home Office,United States,California,Office Supplies,Art,-0.427996,-1.0,-0.131447
Xerox 1881,Home Office,United States,Colorado,Office Supplies,Paper,-0.252978,0.0,0.046503
3M Organizer Strips,Consumer,United States,New York,Office Supplies,Binders,-0.774403,0.0,-0.206022
Avery Durable Slant Ring Binders With Label Holder,Consumer,United States,Arizona,Office Supplies,Binders,-0.909807,0.701566,-0.49178
Round Ring Binders,Consumer,United States,Arizona,Office Supplies,Binders,-1.058834,0.701566,-0.444232
Micropad Numeric Keypads,Consumer,United States,Arizona,Technology,Accessories,-0.218839,0.0,-0.243733
Newell 328,Home Office,United States,Indiana,Office Supplies,Art,-0.117241,-1.0,0.071248
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Consumer,United States,Washington,Office Supplies,Appliances,0.311113,-1.0,0.897673
Sterilite Officeware Hinged File Box,Consumer,United States,Washington,Office Supplies,Storage,-0.225988,-1.0,-0.00646
Avery Printable Repositionable Plastic Tabs,Consumer,United States,Washington,Office Supplies,Binders,-0.870828,0.0,-0.231835
Easy-staple paper,Corporate,United States,Michigan,Office Supplies,Paper,-0.418078,-1.0,0.025285
Easy-staple paper,Consumer,United States,New York,Office Supplies,Paper,-0.299438,-1.0,0.125831
Xerox 224,Consumer,United States,Iowa,Office Supplies,Paper,-0.896002,-1.0,-0.202849
Nokia Lumia 521 (T-Mobile),Corporate,United States,California,Technology,Phones,0.111601,0.0,-0.053445
Avery 488,Corporate,United States,California,Office Supplies,Labels,-1.188173,-1.0,-0.261702
Telescoping Adjustable Floor Lamp,Corporate,United States,North Carolina,Furniture,Furnishings,-0.218839,0.0,-0.243733
Innergie mMini Combo Duo USB Travel Charging Kit,Corporate,United States,North Carolina,Technology,Phones,0.111645,0.0,0.596658
Stanley Contemporary Battery Pencil Sharpeners,Consumer,United States,California,Office Supplies,Art,0.31172,-1.0,0.899578
AT&T 1080 Corded phone,Consumer,United States,California,Technology,Phones,0.537308,0.0,0.380242
Xerox 1950,Home Office,United States,Maryland,Office Supplies,Paper,-0.261177,-1.0,0.19915
"Fellowes Mobile File Cart, Black",Home Office,United States,North Carolina,Office Supplies,Storage,0.704166,0.0,0.785886
GBC Recycled VeloBinder Covers,Home Office,United States,North Carolina,Office Supplies,Binders,-0.172202,0.701566,-1.419293
Hon 4060 Series Tables,Corporate,United States,California,Furniture,Tables,0.792398,0.0,0.091815
Newell 326,Home Office,United States,California,Office Supplies,Art,-0.861143,-1.0,-0.242163
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Home Office,United States,California,Furniture,Furnishings,-0.769996,-1.0,-0.166444
Logitech ClearChat Comfort/USB Headset H390,Home Office,United States,California,Technology,Accessories,-0.255569,-1.0,0.036299
Newell 346,Home Office,United States,California,Office Supplies,Art,-0.774403,-1.0,-0.225078
Avery Non-Stick Binders,Consumer,United States,Texas,Office Supplies,Binders,-1.247562,0.749016,-0.496221
UniKeep View Case Binders,Consumer,United States,Texas,Office Supplies,Binders,-1.215376,0.749016,-0.506644
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Consumer,United States,California,Office Supplies,Paper,-0.358676,-1.0,0.093076
"Tennsco Lockers, Gray",Consumer,United States,Texas,Office Supplies,Storage,0.24357,0.0,-0.943883
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Consumer,United States,Texas,Furniture,Furnishings,-1.301274,0.637883,-0.346171
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,United States,Texas,Office Supplies,Binders,-0.680054,0.749016,-0.978031
Staples,Consumer,United States,Texas,Office Supplies,Fasteners,0.027751,0.0,0.477795
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Consumer,United States,Texas,Office Supplies,Envelopes,-0.116357,0.0,0.187062
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Consumer,United States,Texas,Technology,Phones,0.111512,0.0,0.596356
Xerox 1905,Consumer,United States,Texas,Office Supplies,Paper,-0.696697,0.0,-0.183826
Avery Hidden Tab Dividers for Binding Systems,Consumer,United States,Texas,Office Supplies,Binders,-1.52081,0.749016,-0.394078
Binding Machine Supplies,Consumer,United States,California,Office Supplies,Binders,-0.06294,0.0,0.277696
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Consumer,United States,California,Furniture,Bookcases,0.310707,-0.172979,-0.802048
Logitech Illuminated - Keyboard,Consumer,United States,California,Technology,Accessories,0.311177,-1.0,1.754068
Self-Adhesive Removable Labels,Corporate,United States,California,Office Supplies,Labels,-0.907809,-1.0,-0.206022
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Consumer,United States,Georgia,Office Supplies,Paper,-1.059576,-1.0,-0.241883
Security-Tint Envelopes,Consumer,United States,Georgia,Office Supplies,Envelopes,-0.530977,-1.0,-0.0429
Newell 351,Consumer,United States,Arkansas,Office Supplies,Art,-0.357939,-1.0,-0.073091
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,United States,Arkansas,Furniture,Furnishings,-0.140884,-1.0,0.105732
Newell 327,Consumer,United States,Arkansas,Office Supplies,Art,-0.886395,-1.0,-0.251437
Staple envelope,Consumer,United States,Arkansas,Office Supplies,Envelopes,-0.351007,-1.0,0.083614
50 Colored Long Pencils,Home Office,United States,Indiana,Office Supplies,Art,-0.705348,-1.0,-0.220076
Brown Kraft Recycled Envelopes,Home Office,United States,Indiana,Office Supplies,Envelopes,0.248077,-1.0,1.517289
Xerox 1945,Consumer,United States,Virginia,Office Supplies,Paper,-0.116136,-1.0,0.412897
Globe Weis Peel & Seel First Class Envelopes,Consumer,United States,Virginia,Office Supplies,Envelopes,0.06412,-1.0,0.72446
Xerox 216,Corporate,United States,California,Office Supplies,Paper,-0.428433,-1.0,0.024152
"Eldon Base for stackable storage shelf, platinum",Home Office,United States,Pennsylvania,Office Supplies,Storage,0.325676,0.0,-1.214885
Avery 502,Home Office,United States,Pennsylvania,Office Supplies,Labels,-0.831047,0.0,-0.219914
Steel Personal Filing/Posting Tote,Consumer,United States,Florida,Office Supplies,Storage,0.178365,0.0,-0.043996
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Corporate,United States,Indiana,Office Supplies,Appliances,-0.150843,-1.0,0.068405
Xerox 1896,Corporate,United States,Indiana,Office Supplies,Paper,-0.416802,-1.0,0.011793
Newell 332,Corporate,United States,Indiana,Office Supplies,Art,-0.404252,-1.0,-0.113289
Cardinal Slant-D Ring Binders,Corporate,United States,Indiana,Office Supplies,Binders,-0.47607,-1.0,0.000854
Luxo Professional Combination Clamp-On Lamps,Consumer,United States,California,Furniture,Furnishings,0.51198,-1.0,1.597649
Stockwell Push Pins,Consumer,United States,California,Office Supplies,Fasteners,-0.770484,-1.0,-0.2114
Xerox 223,Consumer,United States,California,Office Supplies,Paper,-0.896002,-1.0,-0.202849
"Fellowes Mobile File Cart, Black",Consumer,United States,California,Office Supplies,Storage,0.053183,-1.0,0.29406
Staples,Consumer,United States,Michigan,Office Supplies,Fasteners,-0.939472,-1.0,-0.220576
Acco Expandable Hanging Binders,Consumer,United States,Michigan,Office Supplies,Binders,-0.607981,-1.0,-0.101862
Shocksock Galaxy S4 Armband,Consumer,United States,Michigan,Technology,Phones,-0.673369,-1.0,-0.301493
"Eldon Regeneration Recycled Desk Accessories, Smoke",Corporate,United States,Ohio,Furniture,Furnishings,-0.788811,0.0,-0.271283
"Crayola Anti Dust Chalk, 12/Pack",Corporate,United States,Nevada,Office Supplies,Art,-1.131751,-1.0,-0.25705
Lock-Up Easel 'Spel-Binder',Corporate,United States,Nevada,Office Supplies,Binders,0.41991,0.0,1.623491
"SAFCO Commercial Wire Shelving, 72h",Home Office,United States,Virginia,Office Supplies,Storage,0.319082,-1.0,-0.317812
Wilson Jones Century Plastic Molded Ring Binders,Home Office,United States,Virginia,Office Supplies,Binders,0.054021,-1.0,0.743492
Hon Deluxe Fabric Upholstered Stacking Chairs,Corporate,United States,California,Furniture,Chairs,0.494573,0.0,0.392485
Avery Binding System Hidden Tab Executive Style Index Sets,Consumer,United States,Minnesota,Office Supplies,Binders,-0.650942,-1.0,-0.105497
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,United States,California,Office Supplies,Art,-0.004105,-1.0,0.252688
PowerGen Dual USB Car Charger,Home Office,United States,New York,Technology,Phones,-0.71255,-1.0,-0.148422
Ibico Laser Imprintable Binding System Covers,Home Office,United States,New York,Office Supplies,Binders,0.329196,0.0,1.158125
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Home Office,United States,New York,Office Supplies,Binders,-0.316684,0.0,0.018605
Fellowes Binding Cases,Consumer,United States,Michigan,Office Supplies,Binders,-0.061822,-1.0,0.447998
Logitech K350 2.4Ghz Wireless Keyboard,Consumer,United States,Washington,Technology,Accessories,0.792468,-1.0,1.457858
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Consumer,United States,New York,Furniture,Furnishings,0.275929,-1.0,0.910203
Safco Industrial Wire Shelving System,Consumer,United States,New York,Office Supplies,Storage,0.617113,-1.0,-0.317812
Xerox 1996,Consumer,United States,New York,Office Supplies,Paper,-0.428433,-1.0,0.024152
Iris Project Case,Consumer,United States,New York,Office Supplies,Storage,-0.219674,-1.0,-0.013354
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Consumer,United States,Michigan,Office Supplies,Paper,-0.368752,-1.0,0.075368
ACCOHIDE Binder by Acco,Consumer,United States,California,Office Supplies,Binders,-0.497692,0.0,-0.112599
GBC Instant Report Kit,Consumer,United States,Illinois,Office Supplies,Binders,-0.989485,0.749016,-0.612807
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Corporate,United States,New York,Office Supplies,Binders,-0.033966,0.0,0.275934
Acme Forged Steel Scissors with Black Enamel Handles,Home Office,United States,New Hampshire,Office Supplies,Supplies,-0.275477,-1.0,-0.02061
Staple-on labels,Home Office,United States,California,Office Supplies,Labels,-0.650202,-1.0,-0.117796
Harbour Creations Steel Folding Chair,Consumer,United States,Maryland,Furniture,Chairs,0.448634,-1.0,1.546146
JBL Micro Wireless Portable Bluetooth Speaker,Consumer,United States,Maryland,Technology,Phones,0.464445,-1.0,1.305231
Plantronics S12 Corded Telephone Headset System,Home Office,United States,Texas,Technology,Accessories,0.597735,0.0,2.005919
"OIC #2 Pencils, Medium Soft",Consumer,United States,New Jersey,Office Supplies,Art,-1.118914,-1.0,-0.277292
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,United States,North Carolina,Office Supplies,Envelopes,-0.380947,0.0,-0.04831
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Consumer,United States,North Carolina,Technology,Phones,-0.811347,0.0,-0.292021
Peel & Stick Add-On Corner Pockets,Corporate,United States,Washington,Office Supplies,Binders,-0.630827,0.0,-0.161665
"Carina 42""Hx23 3/4""W Media Storage Unit",Corporate,United States,Washington,Office Supplies,Storage,0.820614,-1.0,0.038183
Xerox 220,Corporate,United States,Washington,Office Supplies,Paper,-0.306832,-1.0,0.136941
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Corporate,United States,Washington,Office Supplies,Storage,0.499087,-1.0,1.603012
Kensington 6 Outlet Guardian Standard Surge Protector,Home Office,United States,California,Office Supplies,Appliances,0.162808,-1.0,0.486084
Toshiba IPT2010-SD IP Telephone,Home Office,United States,California,Technology,Phones,1.024344,0.0,2.078431
Xerox 1924,Home Office,United States,California,Office Supplies,Paper,-0.355006,-1.0,0.096628
Xerox 21,Corporate,United States,Florida,Office Supplies,Paper,-0.523447,0.0,-0.11743
Ultra Door Push Plate,Corporate,United States,Florida,Furniture,Furnishings,-0.519079,0.0,-0.223327
"Decoflex Hanging Personal Folder File, Blue",Corporate,United States,Florida,Office Supplies,Storage,-0.327601,0.0,-0.237845
"Tenex ""The Solids"" Textured Chair Mats",Corporate,United States,Florida,Furniture,Furnishings,0.010817,0.0,-0.396818
Kensington Orbit Wireless Mobile Trackball for PC and Mac,Consumer,United States,Texas,Technology,Accessories,0.77982,0.0,2.010012
Global Chrome Stack Chair,Consumer,United States,Texas,Furniture,Chairs,0.224893,0.255488,-0.473326
Hon GuestStacker Chair,Corporate,United States,Colorado,Furniture,Chairs,0.859426,0.0,1.155574
Round Ring Binders,Corporate,United States,Colorado,Office Supplies,Binders,-1.377909,0.701566,-0.371735
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Corporate,United States,Colorado,Furniture,Chairs,1.01105,0.0,0.073084
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Corporate,United States,Colorado,Office Supplies,Storage,0.889137,0.0,-0.317812
"Fellowes Strictly Business Drawer File, Letter/Legal Size",Corporate,United States,Colorado,Office Supplies,Storage,0.693661,0.0,-1.62077
Nortel Networks T7316 E Nt8 B27,Consumer,United States,North Carolina,Technology,Phones,0.615815,0.0,0.301598
"Personal Folder Holder, Ebony",Corporate,United States,New York,Office Supplies,Storage,-0.663342,-1.0,-0.193576
Acco Hanging Data Binders,Corporate,United States,New York,Office Supplies,Binders,-0.750275,0.0,-0.199544
Ideal Clamps,Corporate,United States,New York,Office Supplies,Fasteners,-0.566211,-1.0,-0.064494
Newell 315,Corporate,United States,New York,Office Supplies,Art,-0.107503,-1.0,0.065307
Pressboard Data Binders by Wilson Jones,Corporate,United States,New York,Office Supplies,Binders,-0.779154,0.0,-0.21118
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,United States,New York,Furniture,Bookcases,0.880769,0.0,0.471664
Wilson Jones Standard D-Ring Binders,Corporate,United States,Pennsylvania,Office Supplies,Binders,-1.202334,0.701566,-0.405482
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Corporate,United States,Pennsylvania,Office Supplies,Binders,-1.046492,0.701566,-0.453873
